Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Front Shield Pressure,Q-value,Penetration Rate
28.727005942368123,1.8963234280394903,174.05317153544786,5.671736066225963,115.42642093397649,4310.075688425212,3.527163473940041,185.9558646781369,135.7993817425389,6.393693583057498,11.67134036939372
57.53571532049581,1.5721927326882408,316.7603789513432,5.312636898667579,111.74469976799995,4058.111178618871,4.085066287361176,340.79209370587887,170.81484939499796,5.6233706969377435,10.445649687015885
46.59969709057025,1.1190552325726555,449.1783343505633,1.2307785922579213,276.56364513025915,3294.115805822293,1.6271055445662455,399.1713699710808,164.02413946852386,3.5936607336357653,7.288343943962591
39.93292420985183,2.1275900394138976,392.88995456382446,4.071230448635407,112.38654996237653,4824.188574447732,3.3119334482314953,109.00780159881785,73.08498570406606,1.058179220107395,12.870063323648163
17.800932022121827,1.8694623451077585,422.6244591445799,4.421760569072713,117.98743153215774,1801.898062113611,3.072856924146869,369.20975973727957,72.38742046122108,5.466152997107326,6.617580276965253
17.799726016810133,0.8252338786897826,363.51334668428694,4.589405028072104,239.84956560449092,1437.0568412384857,4.2477366955472196,286.7891600795974,90.226155161737,3.570633897060188,6.34904709697301
12.904180608409973,2.321854368987685,376.910625807141,6.221551323045991,162.434960612635,4415.847867821689,4.577391772165672,392.01478574944633,104.16120895115557,7.611474706394816,12.684425407090135
53.308807288746756,2.145074485846338,439.6782606261277,5.802422920541906,244.1776392387953,2756.599266534993,0.5547054716482407,239.50285525792827,111.26833721127238,1.2155163874343513,6.647585137707989
40.05575058716044,2.399599826583848,199.86720354367438,6.471145835141002,66.34153939109632,4387.875416828241,3.533089635764567,354.2163791714121,151.9545825250018,6.263450301752118,12.674945023502204
45.40362888980228,1.95143901677672,295.7699854572562,7.883949353879155,171.89279841834608,4572.36082078166,0.7332610960387806,118.71822057948317,58.50206482487531,9.473268137554589,11.287503292310799
11.029224714790121,1.7268303918715797,188.4837767278409,8.316871648444842,58.40340004582066,1249.8303744762857,2.9698639928481017,200.5837150234887,55.200905633909954,2.5696834040034955,7.513299206554482
58.49549260809972,1.3364860725812377,495.0672031986588,7.46310768603845,65.66330086383863,4533.859051944242,1.794347280696552,120.10496132536299,108.78658444158636,5.244845416755358,12.423414353361714
51.622132040021086,2.3654569667080265,477.6237358746453,9.599713263594412,276.6093633361028,2793.2762214776885,1.8804946978496355,392.60294004372116,154.57455382069708,1.8227979263542435,8.83978025634544
